Orthogroup,Arabidopsis ortholog,genemodel,Label,Gene-family,Block-description,Pathway,Localization,qval,WGCNA_ww,WGCNA_d
OG0000406,"AT4G26270, AT4G29220, AT5G56630, AT4G32840",FUN_006465,PFK1-2,PFK,ATP-dependent 6-phosphofructokinase 1,Transitory starch pathway,cytoplasm,0.0213242550716314,4.0,0.0
OG0000406,"AT4G26270, AT4G29220, AT5G56630, AT4G32840",FUN_015896,PFK1-3,PFK,ATP-dependent 6-phosphofructokinase 1,Transitory starch pathway,cytoplasm,1.31428770816792e-19,1.0,5.0
OG0000406,"AT4G26270, AT4G29220, AT5G56630",FUN_021326,PFK1-4,PFK,ATP-dependent 6-phosphofructokinase 1,Transitory starch pathway,cytoplasm,1.3471578976703998e-07,5.0,1.0
OG0002705,AT2G22480,FUN_025469,PFK5-1,PFK,ATP-dependent 6-phosphofructokinase 5,Transitory starch pathway,chloroplast,0.00647446926639608,3.0,5.0
OG0000406,AT4G32840,FUN_026723,PFK6-1,PFK,ATP-dependent 6-phosphofructokinase 6,Transitory starch pathway,cytoplasm,6.97649860700706e-05,2.0,1.0
OG0002705,AT2G22480,FUN_030933,PFK5-2,PFK,ATP-dependent 6-phosphofructokinase 5,Transitory starch pathway,chloroplast,6.31224738426057e-08,3.0,5.0
OG0007009,AT5G42740,FUN_017933,PGIC-1,PGI,"Glucose-6-phosphate isomerase, cytosolic",Transitory starch pathway,cytoplasm,0.111248807992805,5.0,4.0
OG0009238,AT4G24620,FUN_048540,PGI1-1,PGI,"Glucose-6-phosphate isomerase 1, chloroplastic",Transitory starch pathway,chloroplast,1.09860016650779e-08,3.0,6.0
OG0009238,AT4G24620,FUN_048543,PGI1-2,PGI,"Glucose-6-phosphate isomerase 1, chloroplastic",Transitory starch pathway,chloroplast,1.18674621567796e-19,3.0,6.0
OG0002807,"AT1G56190, AT3G12780",FUN_002797,PGK1-1,PGK,Phosphoglycerate kinase 1,Calvin cycle,chloroplast,0.0256558800534191,1.0,6.0
OG0002807,AT1G79550,FUN_018626,PGK3-1,PGK,Phosphoglycerate kinase 3,Calvin cycle,cytoplasm,1.2357666237148599e-05,3.0,0.0
OG0007862,AT5G16150,FUN_016591,pGlcT-1,pGlcT,Plastidic glucose transporter,Starch/sugar transport,chloroplast,1.05077812886213e-10,2.0,3.0
OG0007862,AT5G16150,FUN_029844,pGlcT-2,pGlcT,Plastidic glucose transporter,Starch/sugar transport,chloroplast,0.345692427319323,12.0,6.0
OG0008150,"AT5G36700, AT5G36790",FUN_036235,PGLP1-1,PGLP,Phosphoglycolate phosphatase 1,Photorespiration,chloroplast,8.85463533805847e-06,3.0,6.0
OG0008341,AT5G47760,FUN_049117,PGLP2-1,PGLP,Phosphoglycolate phosphatase 2,Photorespiration,chloroplast,0.00217211205793813,1.0,1.0
OG0028692,AT5G47760,FUN_049121,PGLP2-2,PGLP,Phosphoglycolate phosphatase 2,Photorespiration,chloroplast,4.88539991333178e-11,1.0,1.0
OG0048222,AT5G47760,FUN_049122,PGLP2-3,PGLP,Phosphoglycolate phosphatase 2,Photorespiration,chloroplast,6.9455593468244e-12,1.0,1.0
OG0008341,AT5G47760,FUN_049123,PGLP2-4,PGLP,Phosphoglycolate phosphatase 2,Photorespiration,chloroplast,0.0048204564646334705,2.0,11.0
OG0002123,"AT3G08590, AT1G09780",FUN_008086,PGM1-1,PGM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Calvin cycle,ubiquitous,0.137423706036053,5.0,2.0
OG0002123,"AT3G08590, AT1G09780",FUN_018938,PGM1-2,PGM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Calvin cycle,ubiquitous,0.257938219590553,1.0,6.0
OG0013124,AT5G51820,FUN_022557,PGMP-1,PGM,"Phosphoglucomutase, chloroplastic",Transitory starch pathway,chloroplast,0.629940550573344,6.0,4.0
OG0006375,"AT1G70730, AT1G23190",FUN_033324,PGMC-1,PGM,"Phosphoglucomutase, cytoplasmic",Transitory starch pathway,cytoplasm,1.32083574050777e-05,2.0,1.0
OG0005583,AT5G58140,FUN_047154,PHOT2-1,PHOT,Phototropin 2,Circadian/Light response,,0.10790339088323599,34.0,5.0
OG0010421,AT3G45780,FUN_049345,PHOT1-1,PHOT,Phototropin 1,Circadian/Light response,,1.6596718756110898e-32,3.0,14.0
,AT3G29320,FUN_023477,PHS1-1,PHS,Alpha-glucan phosphorylase 1,Starch degradation,chloroplast,,,
OG0002072,AT3G46970,FUN_027472,PHS2-1,PHS,Alpha-glucan phosphorylase 2,Transitory starch pathway,cytoplasm,,,
OG0002072,AT3G29320,FUN_029113,PHS1-2,PHS,Alpha-glucan phosphorylase 1,Starch degradation,chloroplast,0.310930402138097,5.0,4.0
OG0002072,AT3G46970,FUN_049087,PHS2-2,PHS,Alpha-glucan phosphorylase 2,Transitory starch pathway,cytoplasm,0.9078308757030881,5.0,4.0
OG0005829,AT1G09570,FUN_008439,PHYA-1,PHY,Phytochrome A,Circadian/Light response,,0.0477845028044145,5.0,2.0
OG0004560,"AT4G18130, AT4G16250, AT2G18790",FUN_014895,PHYB-1,PHY,Phytochrome B,Circadian/Light response,,1.00665122520708e-05,1.0,4.0
OG0008602,AT5G35840,FUN_027339,PHYC-1,PHY,Phytochrome C,Circadian/Light response,,0.00029563743948386,28.0,1.0
OG0004316,AT2G20180,FUN_024962,PIF1-1,PIF,Transcription factor PIF1/PHY-INTERACTING FACTOR 1,Circadian/Light response,,5.07433090862905e-10,21.0,5.0
OG0004354,AT1G09530,FUN_052322,PIF3-1,PIF,Transcription factor PIF3/PHY-INTERACTING FACTOR 3,Circadian/Light response,,0.0490461406534195,5.0,4.0
OG0006118,AT1G32080,FUN_017796,PLGG-1,PLGG,Plastidal glycolate/glycerate translocator,Photorespiration,chloroplast,0.294001595672925,3.0,2.0
OG0006118,AT1G32080,FUN_041760,PLGG-2,PLGG,Plastidal glycolate/glycerate translocator,Photorespiration,chloroplast,0.113291268094025,9.0,5.0
OG0000419,"AT2G42500,AT3G58500",FUN_015943,PP2A3-1,PP2A,Serine/threonine-protein phosphatase PP2A-3 catalytic subunit,PEPC regulation,cytoplasm,1.1495313174200198e-07,1.0,5.0
OG0000419,"AT1G69960,AT1G59830,AT1G10430",FUN_022923,PP2A1-2,PP2A,Serine/threonine-protein phosphatase PP2A-1 catalytic subunit,PEPC regulation,cytoplasm,0.0258007524563895,1.0,5.0
OG0000419,"AT1G69960,AT1G59830,AT1G10430",FUN_032362,PP2A1-3,PP2A,Serine/threonine-protein phosphatase PP2A-1 catalytic subunit,PEPC regulation,cytoplasm,6.89233853227255e-07,2.0,1.0
OG0000419,"AT2G42500,AT3G58500",FUN_035711,PP2A3-2,PP2A,Serine/threonine-protein phosphatase PP2A-3 catalytic subunit,PEPC regulation,cytoplasm,2.7501750964688898e-05,1.0,1.0
OG0000662,AT2G18230,FUN_009450,PPA2-1,PPA,Soluble inorganic pyrophosphatase 2,PEP generation,unknown,1.06336297910158e-42,2.0,1.0
OG0010872,AT5G09650,FUN_026973,PPA6-1,PPA,Soluble inorganic pyrophosphatase 6,PEP generation,cytoplasm,6.6825323137941e-07,1.0,1.0
,AT2G18230,FUN_030703,PPA2-2,PPA,Soluble inorganic pyrophosphatase 2,PEP generation,unknown,1.45679355997975e-11,1.0,5.0
OG0000662,"AT1G01050,AT4G01480,AT3G53620,AT2G46860",FUN_037599,PPA1-1,PPA,Soluble inorganic pyrophosphatase 1,PEP generation,unknown,,,
OG0000662,"AT1G01050,AT4G01480,AT3G53620,AT2G46860",FUN_046955,PPA1-2,PPA,Soluble inorganic pyrophosphatase 1,PEP generation,unknown,1.22046544744351e-05,1.0,3.0
OG0000662,"AT1G01050,AT4G01480,AT3G53620,AT2G46860",FUN_048305,PPA1-3,PPA,Soluble inorganic pyrophosphatase 1,PEP generation,unknown,0.0234964807949902,7.0,8.0
,,FUN_016990,PPC-1E1b,PPC,Phosphoenolpyruvate carboxylase 1,Carboxylation,cytoplasm,0.000414314324991631,10.0,6.0
,,FUN_020790,PPC-1E1a',PPC,Phosphoenolpyruvate carboxylase 1,Carboxylation,cytoplasm,6.8123858633338e-31,1.0,6.0
,,FUN_023805,PPC-2E,PPC,Phosphoenolpyruvate carboxylase 2,Carboxylation,cytoplasm,4.891406051832879e-06,2.0,1.0
,,FUN_029936,PPC-1E1c,PPC,Phosphoenolpyruvate carboxylase 1,Carboxylation,cytoplasm,5.254523942308839e-16,5.0,4.0
,,FUN_046701,PPC-1E2,PPC,Phosphoenolpyruvate carboxylase 1,Carboxylation,cytoplasm,0.00233085476750841,12.0,0.0
OG0001649,"AT3G04530, AT1G08650",FUN_002684,PPCK1-1,PPCK,Phosphoenolpyruvate carboxylase kinase,PEPC regulation,cytoplasm,0.0011203286096110301,21.0,1.0
OG0001310,AT4G15530,FUN_004880,PPDK-1,PPDK,"Pyruvate, phosphate dikinase",PEP generation,chloroplast,8.498452534977469e-10,6.0,6.0
OG0001310,AT4G15530,FUN_020230,PPDK-2,PPDK,"Pyruvate, phosphate dikinase",PEP generation,chloroplast,5.60995785456474e-05,3.0,6.0
OG0000610,AT3G01550,FUN_002470,PPT2-1,PPT,Phosphoenolpyruvate/phosphate translocator 2,PEP generation,chloroplast,4.985799515899e-07,1.0,5.0
OG0000610,AT5G33320,FUN_007997,PPT1-1,PPT,Phosphoenolpyruvate/phosphate translocator 1,PEP generation,chloroplast,,,
OG0000610,AT5G33320,FUN_010801,PPT1-2,PPT,Phosphoenolpyruvate/phosphate translocator 1,PEP generation,chloroplast,1.2710718249734302e-07,1.0,6.0
OG0000610,AT5G33320,FUN_047387,PPT1-3,PPT,Phosphoenolpyruvate/phosphate translocator 1,PEP generation,chloroplast,1.6155502201240098e-14,32.0,10.0
OG0009881,AT5G04360,FUN_003999,PU1-1,PU/LDA,Pullulanase/LIMIT DEXTRINASE 1,Starch degradation,chloroplast,0.10298939544883,5.0,4.0
OG0003982,AT3G54110,FUN_000627,PUMP1-1,PUMP/UCP/DIC,Mitochondrial uncoupling protein 1,Metabolite transport,mitochondria,3.86428985254353e-11,3.0,3.0
OG0008357,AT2G22500,FUN_025472,PUMP5-1,PUMP/UCP/DIC,Mitochondrial uncoupling protein 5/dicarboxylate carrier 1,Metabolite transport,mitochondria,1.50851078893465e-10,5.0,6.0
OG0008357,AT2G22500,FUN_031190,PUMP5-2,PUMP/UCP/DIC,Mitochondrial uncoupling protein 5/dicarboxylate carrier 1,Metabolite transport,mitochondria,,,6.0
OG0003982,AT5G58970,FUN_049094,PUMP2-1,PUMP/UCP/DIC,Mitochondrial uncoupling protein 2,Metabolite transport,mitochondria,0.224047978748242,3.0,6.0
OG0000480,AT2G07732,FUN_023616,pseudoRBCL-1,RBCL,Putative RBCL pseudogene,Calvin cycle,chloroplast,1.0,31.0,10.0
OG0000480,ATCG00490,FUN_040753,pseudoRBCL-2,RBCL,Putative RBCL pseudogene,Calvin cycle,chloroplast,0.40285796078977504,31.0,10.0
OG0001454,"AT5G38430, AT5G38410, AT5G38420, AT1G67090",FUN_016561,RBCS-B-1,RBCS,Ribulose bisphosphate carboxylase small subunit B,Calvin cycle,chloroplast,2.7062233607461003e-10,8.0,6.0
OG0041418,AT1G67090,FUN_029869,RBCS-1A-1,RBCS,Ribulose bisphosphate carboxylase small subunit A,Calvin cycle,chloroplast,0.00750936442168405,9.0,7.0
OG0001454,"AT5G38430, AT5G38410, AT5G38420, AT1G67090",FUN_029870,RBCS-B-2,RBCS,Ribulose bisphosphate carboxylase small subunit B,Calvin cycle,chloroplast,1.62813231035969e-07,7.0,0.0
OG0001454,"AT5G38430, AT5G38410, AT5G38420, AT1G67090",FUN_029880,RBCS-B-3,RBCS,Ribulose bisphosphate carboxylase small subunit B,Calvin cycle,chloroplast,0.0005303481279680001,3.0,0.0
OG0002912,AT2G39730,FUN_010059,RCA-1,RCA,RuBisCO activase,Calvin cycle,,4.58617520582828e-06,1.0,8.0
OG0002912,AT2G39730,FUN_030103,RCA-2,RCA,RuBisCO activase,Calvin cycle,,4.19005071238815e-12,3.0,6.0
OG0003376,"AT4G21210, AT3G01200",FUN_012481,RP1-1,RP,PPDK-regulatory protein 1,PEP generation,chloroplast,2.0276375395834298e-26,3.0,1.0
OG0003376,"AT4G21210, AT3G01200",FUN_035306,RP1-2,RP,PPDK-regulatory protein 1,PEP generation,chloroplast,0.00381232183436769,3.0,2.0
OG0001768,"AT5G17300, AT5G37260",FUN_003149,RVE1-1,RVE,REVEILLE 1,Circadian/Light response,,0.10737325592492301,2.0,1.0
OG0000629,AT5G52660,FUN_009081,RVE6-1,RVE,REVEILLE 6,Circadian/Light response,,0.00188268851057193,3.0,8.0
OG0000629,AT5G52660,FUN_013787,RVE6-2,RVE,REVEILLE 6,Circadian/Light response,,0.185952983437472,6.0,4.0
OG0000629,AT5G52660,FUN_037299,RVE6-3,RVE,REVEILLE 6,Circadian/Light response,,0.0022132147403116603,6.0,2.0
OG0006593,AT3G09600,FUN_039433,RVE8-1,RVE,REVEILLE 8,Circadian/Light response,,0.558936104878662,1.0,5.0
OG0000629,AT5G52660,FUN_048062,RVE6-4,RVE,REVEILLE 6,Circadian/Light response,,0.0292974651805854,3.0,6.0
OG0010141,"AT2G36390, AT5G03650",FUN_025653,SBE2-1,SBE,"1,4-alpha-glucan-branching enzyme 2",Starch synthesis,chloroplast,0.000102910416795487,5.0,2.0
OG0006034,"AT2G36390, AT5G03650",FUN_039138,SBE2-2,SBE,"1,4-alpha-glucan-branching enzyme 2",Starch synthesis,chloroplast,0.0557103300367117,6.0,2.0
OG0010465,AT3G20440,FUN_044076,SBE3-1,SBE,"1,4-alpha-glucan-branching enzyme 3",Starch synthesis,chloroplast,0.0208297577120848,5.0,4.0
OG0009048,AT1G50600,FUN_012062,SCL5-1,SCL,Scarecrow-like 5,Circadian/Light response,,0.477018212397339,4.0,3.0
OG0001872,AT4G17230,FUN_012176,SCL13-1,SCL,Scarecrow-like 13,Circadian/Light response,,8.83915893565754e-08,12.0,3.0
OG0001872,"AT5G48150, AT2G04890",FUN_046306,SCL21-1,SCL,Scarecrow-like 21,Circadian/Light response,,0.032106188894894,3.0,2.0
OG0003967,"AT4G13890, AT4G13930",FUN_003498,SHM4-1,SHM,Serine hydroxymethyltransferase 4,Photorespiration,mitochondria,0.736897818305228,3.0,2.0
OG0010504,AT4G32520,FUN_005187,SHM3-1,SHM,Serine hydroxymethyltransferase 3,Photorespiration,,,,
OG0010504,AT4G32520,FUN_005188,SHM3-2,SHM,Serine hydroxymethyltransferase 3,Photorespiration,mitochondria,,3.0,5.0
OG0005225,"AT1G22020, AT1G36370",FUN_010229,SHM6-1,SHM,Serine hydroxymethyltransferase 6,Photorespiration,mitochondria,5.6662194275639894e-05,4.0,5.0
OG0001750,AT5G26780,FUN_028976,SHM2-1,SHM,Serine hydroxymethyltransferase 2,Photorespiration,mitochondria,8.72581598778319e-08,1.0,4.0
OG0001750,AT4G37930,FUN_028977,SHM1-1,SHM,Serine hydroxymethyltransferase 1,Photorespiration,mitochondria,1.86063063040466e-06,1.0,0.0
OG0003967,"AT4G13890, AT4G13930",FUN_034092,SHM4-2,SHM,Serine hydroxymethyltransferase 4,Photorespiration,mitochondria,1.3762749810427302e-11,3.0,2.0
,AT5G26780,FUN_038106,SHM2-2,SHM,Serine hydroxymethyltransferase 2,Photorespiration,mitochondria,0.161039350760185,17.0,4.0
OG0001750,AT5G26780,FUN_038563,SHM2-3,SHM,Serine hydroxymethyltransferase 2,Photorespiration,mitochondria,0.00036628993254929197,1.0,5.0
OG0006105,AT5G24120,FUN_008978,SIGE-1,SIG,RNA polymerase sigma factor E,Circadian/Light response,,1.0,1.0,5.0
OG0006105,AT5G24120,FUN_013709,SIGE-2,SIG,RNA polymerase sigma factor E,Circadian/Light response,,1.0,1.0,5.0
OG0009079,AT3G53920,FUN_038198,SIGC-1,SIG,RNA polymerase sigma factor C,Circadian/Light response,,1.4834584285055097e-07,1.0,9.0
OG0004742,AT1G64860,FUN_044064,SIGA-1,SIG,RNA polymerase sigma factor A,Circadian/Light response,,0.397223207560067,1.0,5.0
OG0005205,AT1G08540,FUN_053237,SIGB-1,SIG,RNA polymerase sigma factor B,Circadian/Light response,,7.403874074780509e-07,7.0,1.0
OG0002801,AT4G11110,FUN_041098,SPA2-1,SPA,SUPPRESSOR OF PHYA-RELATED,Circadian/Light response,,,,
OG0002801,AT4G11110,FUN_041121,SPA2-2,SPA,SUPPRESSOR OF PHYA-RELATED,Circadian/Light response,,0.00321870206781692,6.0,2.0
OG0002801,AT2G46340,FUN_048122,SPA1-1,SPA,SUPPRESSOR OF PHYA,Circadian/Light response,,0.00213964581607961,1.0,6.0
OG0008484,AT5G59560,FUN_018851,SRR1-1,SRR,SENSITIVITY TO RED LIGHT REDUCED 1,Circadian/Light response,,0.00225514479677732,3.0,2.0
OG0003793,AT2G02860,FUN_023241,SUC-1,SUC,Sucrose transport protein,Starch/sugar transport,vacuole,0.000174838465439624,16.0,1.0
OG0000518,"AT5G43610, AT1G66570, AT1G22710, AT1G09960, AT1G71880, AT5G06170, AT1G71890, AT2G14670",FUN_024265,SUC-2,SUC,Sucrose transport protein,Starch/sugar transport,vacuole,0.00467249488653323,8.0,1.0
OG0000518,"AT5G43610, AT1G66570, AT1G22710, AT1G09960, AT1G71880, AT5G06170, AT1G71890, AT2G14670",FUN_037840,SUC-3,SUC,Sucrose transport protein,Starch/sugar transport,vacuole,,0.0,6.0
OG0000518,"AT5G43610, AT1G66570, AT1G22710, AT1G09960, AT1G71880, AT5G06170, AT1G71890, AT2G14670",FUN_037841,SUC-4,SUC,Sucrose transport protein,Starch/sugar transport,vacuole,,,
OG0000518,"AT5G43610, AT1G66570, AT1G22710, AT1G09960, AT1G71880, AT5G06170, AT1G71890, AT2G14670",FUN_037842,SUC-5,SUC,Sucrose transport protein,Starch/sugar transport,vacuole,6.22294343540974e-17,1.0,2.0
OG0000518,"AT5G43610, AT1G66570, AT1G22710, AT1G09960, AT1G71880, AT5G06170, AT1G71890, AT2G14670",FUN_048431,SUC-6,SUC,Sucrose transport protein,Starch/sugar transport,vacuole,,,
OG0000518,"AT5G43610, AT1G66570, AT1G22710, AT1G09960, AT1G71880, AT5G06170, AT1G71890, AT2G14670",FUN_048432,SUC-7,SUC,Sucrose transport protein,Starch/sugar transport,vacuole,0.0067235121235509395,4.0,10.0
OG0000534,AT5G40260,FUN_004630,SWEET8-1,SWEET,Bidirectional sugar transporter,Starch/sugar transport,,,,
OG0000198,"AT5G23660, AT3G48740, AT5G50800, AT4G25010",FUN_011381,SWEET11-1,SWEET,Bidirectional sugar transporter,Starch/sugar transport,,1.4017549792548501e-08,5.0,6.0
OG0000198,"AT5G23660, AT3G48740, AT5G50800, AT4G25010",FUN_011382,SWEET11-2,SWEET,Bidirectional sugar transporter,Starch/sugar transport,,,,
OG0000198,AT2G39060,FUN_011383,SWEET9-1,SWEET,Bidirectional sugar transporter 9,Starch/sugar transport,,8.43202423905201e-07,15.0,5.0
OG0007798,AT1G21460,FUN_018762,SWEET1-1,SWEET,Bidirectional sugar transporter 1,Starch/sugar transport,,,,
OG0013903,,FUN_024672,SWEET13-1,SWEET,Bidirectional sugar transporter 13,Starch/sugar transport,,,,
OG0013903,,FUN_024673,SWEET13-2,SWEET,Bidirectional sugar transporter 13,Starch/sugar transport,,,,
OG0013903,,FUN_024676,SWEET13-3,SWEET,Bidirectional sugar transporter 13,Starch/sugar transport,,5.57569554657421e-20,27.0,12.0
OG0000534,AT5G40260,FUN_026401,SWEET8-2,SWEET,Bidirectional sugar transporter 8,Starch/sugar transport,,,,
OG0007798,AT1G21460,FUN_026919,SWEET1-2,SWEET,Bidirectional sugar transporter 1,Starch/sugar transport,,,12.0,
OG0004277,AT3G14770,FUN_034921,SWEET2-1,SWEET,Bidirectional sugar transporter 2,Starch/sugar transport,,6.068324045593879e-09,1.0,5.0
OG0000198,AT2G39060,FUN_036806,SWEET9-2,SWEET,Bidirectional sugar transporter 9,Starch/sugar transport,,,,
OG0028631,AT1G21460,FUN_038924,SWEET1-3,SWEET,Bidirectional sugar transporter 1,Starch/sugar transport,,7.03077600794442e-12,12.0,4.0
OG0000534,"AT5G62850, AT3G28007",FUN_039265,SWEET4-1,SWEET,Bidirectional sugar transporter 4,Starch/sugar transport,,0.000634465609542899,19.0,1.0
OG0015544,"AT4G10850, AT1G66770",FUN_039993,SWEET6-1,SWEET,Bidirectional sugar transporter 6,Starch/sugar transport,,0.0722613010511478,7.0,6.0
OG0015544,"AT4G10850, AT1G66770",FUN_039995,SWEET6-2,SWEET,Bidirectional sugar transporter 6,Starch/sugar transport,,,0.0,
OG0000534,"AT4G10850, AT1G66770",FUN_039998,SWEET6-3,SWEET,Bidirectional sugar transporter 6,Starch/sugar transport,,,1.0,
OG0013903,,FUN_042852,SWEET13-4,SWEET,Bidirectional sugar transporter 13,Starch/sugar transport,,,,
OG0000198,AT2G39060,FUN_046971,SWEET9-3,SWEET,Bidirectional sugar transporter 9,Starch/sugar transport,vacuole,6.211461659372321e-10,3.0,6.0
OG0000198,"AT5G23660, AT3G48740, AT5G50800, AT4G25010",FUN_046974,SWEET11-3,SWEET,Bidirectional sugar transporter 11,Starch/sugar transport,,7.58487400283147e-26,2.0,6.0
OG0000198,"AT5G23660, AT3G48740, AT5G50800, AT4G25010",FUN_046975,SWEET11-4,SWEET,Bidirectional sugar transporter 11,Starch/sugar transport,,6.28786735954027e-11,5.0,12.0
OG0000198,"AT5G23660, AT3G48740, AT5G50800, AT4G25010",FUN_046977,SWEET11-5,SWEET,Bidirectional sugar transporter 11,Starch/sugar transport,,7.63064245593142e-10,3.0,5.0
OG0000198,"AT5G23660, AT3G48740, AT5G50800, AT4G25010",FUN_046978,SWEET11-6,SWEET,Bidirectional sugar transporter 11,Starch/sugar transport,,5.8902706532925406e-05,3.0,6.0
OG0048187,AT5G62850,FUN_047428,SWEET5-1,SWEET,Bidirectional sugar transporter 5,Starch/sugar transport,,0.0012586296573443801,2.0,1.0
OG0000198,AT2G39060,FUN_051586,SWEET9-4,SWEET,Bidirectional sugar transporter 9,Starch/sugar transport,,0.0065155422950902795,1.0,6.0
OG0008399,"AT5G08330, AT5G23280",FUN_000953,TCP7-1,TCP/CHE,Transcription factor TCP 7,Circadian/Light response,,4.27241385291375e-09,3.0,18.0
OG0002476,"AT1G69690, AT3G47620",FUN_011042,TCP14-1,TCP/CHE,Transcription factor TCP 14,Circadian/Light response,,0.177603435415737,10.0,1.0
OG0001071,AT3G27010,FUN_011405,TCP20-1,TCP/CHE,Transcription factor TCP 20,Circadian/Light response,,1.4035491678802802e-05,1.0,0.0
OG0028471,AT3G27010,FUN_020621,TCP20-2,TCP/CHE,Transcription factor TCP 20,Circadian/Light response,,0.00462764359552258,5.0,4.0
OG0026343,AT3G27010,FUN_031816,TCP20-3,TCP/CHE,Transcription factor TCP 20,Circadian/Light response,,3.21676034867118e-20,5.0,13.0
OG0036130,AT3G47620,FUN_032527,TCP14-2,TCP/CHE,Transcription factor TCP 14,Circadian/Light response,,6.64863588276038e-07,2.0,1.0
OG0004641,"AT2G45680, AT5G51910",FUN_040702,TCP14-3,TCP/CHE,Transcription factor TCP 14,Circadian/Light response,,4.33755648659445e-05,1.0,1.0
OG0001071,AT3G27010,FUN_046944,TCP20-4,TCP/CHE,Transcription factor TCP 20,Circadian/Light response,,1.0,2.0,1.0
OG0005594,AT5G47560,FUN_012199,TDT-1,TDT,Tonoplast dicarboxylate transporter,Metabolite transport,vacuole,0.0296476774354494,3.0,6.0
OG0003305,AT3G55440,FUN_030032,CTIMC-1,TIM,"Triosephosphate isomerase, cytosolic",Transitory starch pathway,cytoplasm,0.000377068167584586,3.0,6.0
OG0010147,AT2G21170,FUN_051875,TIM-1,TIM,"Triosephosphate isomerase, chloroplastic",Transitory starch pathway,chloroplast,5.61255057403921e-12,3.0,2.0
OG0003357,AT5G46110,FUN_033876,TPT-1,TPT,Triose phosphate/phosphate translocator,Starch/sugar transport,chloroplast,8.23938362889517e-12,3.0,6.0
OG0003357,AT5G46110,FUN_043261,TPT-2,TPT,Triose phosphate/phosphate translocator,Starch/sugar transport,chloroplast,0.00241610034394706,1.0,8.0
OG0011158,AT5G63860,FUN_052267,UVR8-1,UVR,Ultraviolet-B receptor,Circadian/Light response,,0.00118482847510395,1.0,5.0
OG0004864,AT1G78900,FUN_000914,VHA-A-1,VHA,V-type proton ATPase catalytic subunit A,Proton transport,vacuole,0.00307644921645034,4.0,3.0
OG0007467,"AT3G01390, AT4G23710",FUN_001844,VHA-G-1,VHA,V-type proton ATPase catalytic subunit G,Proton transport,vacuole,0.00650801149911476,29.0,6.0
OG0002359,"AT2G21410, AT4G39080",FUN_002199,VHA-a2-1,VHA,V-type proton ATPase catalytic subunit a2,Proton transport,vacuole,0.000614944460121139,1.0,1.0
OG0003367,AT2G28520,FUN_005480,VHA-a1-1,VHA,V-type proton ATPase catalytic subunit a1,Proton transport,vacuole,0.00264918839853609,30.0,1.0
OG0004864,AT1G78900,FUN_005864,VHA-A-2,VHA,V-type proton ATPase catalytic subunit A,Proton transport,vacuole,0.0054744890636779,6.0,2.0
OG0009219,AT2G25610,FUN_008415,VHA-c’’2-1,VHA,V-type proton ATPase catalytic subunit c’’2,Proton transport,vacuole,0.0205196151561275,29.0,1.0
OG0001698,AT3G08560,FUN_012876,VHA-E2-1,VHA,V-type proton ATPase catalytic subunit E2,Proton transport,vacuole,,,2.0
OG0006127,AT1G12840,FUN_013944,VHA-C-1,VHA,V-type proton ATPase catalytic subunit C,Proton transport,vacuole,0.00256946019857971,1.0,6.0
OG0002673,AT4G38510,FUN_017804,VHA-B2-1,VHA,V-type proton ATPase catalytic subunit B2,Proton transport,vacuole,0.00264346503192113,3.0,13.0
OG0001698,"AT1G64200, AT4G11150",FUN_018219,VHA-E1-1,VHA,V-type proton ATPase catalytic subunit E1,Proton transport,vacuole,2.29621594479076e-06,8.0,18.0
OG0006127,AT1G12840,FUN_022740,VHA-C-2,VHA,V-type proton ATPase catalytic subunit C,Proton transport,vacuole,0.000131542869602547,5.0,12.0
OG0006558,AT3G58730,FUN_025055,VHA-D-1,VHA,V-type proton ATPase catalytic subunit D,Proton transport,vacuole,0.00567040039147637,15.0,5.0
OG0003913,"AT3G28710, AT3G28715",FUN_030915,VHA-d-1,VHA,V-type proton ATPase catalytic subunit d,Proton transport,vacuole,3.6155226600798294e-05,8.0,5.0
OG0005190,AT3G42050,FUN_036241,VHA-H-1,VHA,V-type proton ATPase catalytic subunit H,Proton transport,vacuole,0.023256547782610004,1.0,1.0
OG0000819,"AT4G38920, AT1G19910, AT2G16510, AT4G34720",FUN_038546,VHA-c-1,VHA,V-type proton ATPase catalytic subunit c,Proton transport,vacuole,2.9318166338669e-06,8.0,17.0
OG0001698,"AT1G64200, AT4G11150",FUN_041054,VHA-E1-2,VHA,V-type proton ATPase catalytic subunit E1,Proton transport,vacuole,0.00017529531571567198,2.0,1.0
OG0002673,AT4G38510,FUN_041791,VHA-B2-2,VHA,V-type proton ATPase catalytic subunit B2,Proton transport,vacuole,0.0007983320225404231,23.0,5.0
OG0000619,"AT3G01390, AT4G23710",FUN_048364,VHA-G-2,VHA,V-type proton ATPase catalytic subunit G,Proton transport,,,,
OG0018542,"AT3G01390, AT4G23710",FUN_048366,VHA-G-3,VHA,V-type proton ATPase catalytic subunit G,Proton transport,vacuole,,,
OG0002359,"AT2G21410, AT4G39080",FUN_049767,VHA-a2-2,VHA,V-type proton ATPase catalytic subunit a2,Proton transport,vacuole,2.0596511952082898e-07,20.0,1.0
